ct,earfcn_dl,earfcn_ul,rf_state,band,bandwidth,plmn,tac,cell_id,esm_cause,drx,rsrp,rsrq,rssi,l2w,ri,cqi,status,sub_status,rrc,svc,sinr,tx_pwr,tmsi,ip,avg_rsrp,antbar,imsi,missdn,time_boot_ms,lat,lon,alt,vx,vy,vz,hdg,relative_alt
20220901T052814,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21,15,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,63979,379870029,1287494143,1790,0,0,0,65535,-618
20220901T052816,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21,1,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,66313,379870026,1287494142,1490,0,0,0,65535,-918
20220901T052818,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.6,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,68311,379870025,1287494143,1420,0,0,0,65535,-981
20220901T052820,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.4,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,70641,379870020,1287494147,1440,0,0,0,65535,-960
20220901T052823,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,72641,379870019,1287494149,1410,0,0,0,65535,-999
20220901T052825,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21,-1,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,74638,379870016,1287494148,1400,0,0,0,65535,-1009
20220901T052827,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,20.8,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,76971,379870012,1287494149,1440,0,0,0,65535,-962
20220901T052829,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,78966,379870011,1287494148,1490,0,0,0,65535,-919
20220901T052831,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22,16,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,81299,379870009,1287494148,1560,0,0,0,65535,-848
20220901T052833,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.4,10,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,83296,379870007,1287494147,1540,0,0,0,65535,-863
20220901T052836,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.4,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,85626,379870004,1287494142,1480,0,0,0,65535,-922
20220901T052838,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,15.2,1,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,87624,379869999,1287494139,1420,0,0,0,65535,-984
20220901T052840,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,15.2,8,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,89622,379869995,1287494135,1380,0,0,0,65535,-1024
20220901T052842,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.2,-1,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,91953,379869990,1287494128,1350,0,0,0,65535,-1052
20220901T052844,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.2,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,93951,379869985,1287494122,1360,0,0,0,65535,-1047
20220901T052846,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.2,8,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,96282,379869980,1287494114,1480,0,0,0,65535,-926
20220901T052848,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,98282,379869977,1287494109,1570,0,0,0,65535,-837
20220901T052850,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,100611,379869974,1287494105,1660,0,0,0,65535,-748
20220901T052853,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.4,1,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,102609,379869971,1287494101,1720,0,0,0,65535,-686
20220901T052855,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.4,8,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,104941,379869971,1287494097,1860,0,0,0,65535,-548
20220901T052857,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,20.2,6,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,106938,379869971,1287494094,1990,0,0,0,65535,-414
20220901T052859,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.4,8,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,108936,379869971,1287494091,2100,0,0,0,65535,-306
20220901T052901,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.4,7,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,111269,379869973,1287494089,2250,0,0,0,65535,-156
20220901T052903,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.2,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,113266,379869975,1287494087,2300,0,0,0,65535,-104
20220901T052905,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.4,-1,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,115596,379869957,1287494092,2710,0,0,0,65535,301
20220901T052908,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,10.2,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,117594,379869707,1287494099,3060,0,0,0,65535,656
20220901T052910,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,10.2,0,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,119926,379869572,1287494392,2960,0,0,0,65535,559
20220901T052912,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.4,-3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,121924,379869550,1287494427,2600,0,0,0,65535,199
20220901T052914,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,17.8,5,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,124256,379869554,1287494431,2730,0,0,0,65535,323
20220901T052916,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,17.8,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,126253,379869560,1287494438,2810,0,0,0,65535,403
20220901T052918,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,18.2,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,128251,379869566,1287494441,2910,0,0,0,65535,502
20220901T052921,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,17,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,130581,379869571,1287494442,2970,0,0,0,65535,564
20220901T052923,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.8,7,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,132581,379869574,1287494443,3030,0,0,0,65535,623
20220901T052925,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.8,10,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,134911,379869585,1287494469,3090,0,0,0,65535,681
20220901T052927,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,19.6,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,136909,379869586,1287494466,3120,0,0,0,65535,717
20220901T052929,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,20.2,5,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,139241,379869584,1287494453,3150,0,0,0,65535,748
20220901T052931,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,20.2,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,141238,379869587,1287494456,3230,0,0,0,65535,826
20220901T052933,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.6,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,143236,379869589,1287494457,3300,0,0,0,65535,890
20220901T052935,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,19.8,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,145566,379869595,1287494458,3320,0,0,0,65535,916
20220901T052938,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,19.8,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,147566,379869596,1287494459,3330,0,0,0,65535,921
20220901T052940,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,149896,379869598,1287494459,3290,0,0,0,65535,882
20220901T052942,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,20,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,151894,379869600,1287494460,3260,0,0,0,65535,854
20220901T052944,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.2,7,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,153891,379869603,1287494461,3260,0,0,0,65535,850
20220901T052946,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.2,10,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,156224,379869606,1287494460,3240,0,0,0,65535,837
20220901T052948,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.2,4,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,158222,379869608,1287494461,3240,0,0,0,65535,832
20220901T052950,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,24.8,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,160219,379869610,1287494461,3230,0,0,0,65535,827
20220901T052953,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,24.8,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,162682,379869611,1287494460,3280,0,0,0,65535,874
20220901T052955,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,24.6,8,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,164678,379869610,1287494459,3290,0,0,0,65535,881
20220901T052957,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.6,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,167009,379869608,1287494460,3250,0,0,0,65535,846
20220901T052959,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,169006,379869608,1287494460,3210,0,0,0,65535,808
20220901T053001,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22,10,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,171338,379869608,1287494460,3230,0,0,0,65535,822
20220901T053003,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.4,5,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,173336,379869607,1287494460,3290,0,0,0,65535,884
20220901T053005,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.8,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,175666,379869605,1287494460,3300,0,0,0,65535,898
20220901T053008,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.8,7,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,177666,379869603,1287494460,3290,0,0,0,65535,880
20220901T053010,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,19.8,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,179664,379869598,1287494460,3420,0,0,0,65535,1014
20220901T053012,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,181994,379869595,1287494461,3590,0,0,0,65535,1182
20220901T053014,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.8,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,183991,379869594,1287494461,3650,0,0,0,65535,1247
20220901T053016,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.8,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,186322,379869595,1287494461,3650,0,0,0,65535,1242
20220901T053018,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22.8,7,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,188322,379869599,1287494462,3740,0,0,0,65535,1332
20220901T053021,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,21.4,5,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,190651,379869602,1287494462,3730,0,0,0,65535,1326
20220901T053023,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.2,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,192649,379869608,1287494462,3690,0,0,0,65535,1284
20220901T053025,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.2,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,194649,379869615,1287494464,3660,0,0,0,65535,1257
20220901T053027,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.8,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,196978,379869620,1287494466,3580,0,0,0,65535,1170
20220901T053029,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.4,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,198976,379869627,1287494469,3560,0,0,0,65535,1153
20220901T053031,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.4,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,201309,379869636,1287494474,3590,0,0,0,65535,1186
20220901T053033,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.4,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,203306,379869641,1287494478,3640,0,0,0,65535,1230
20220901T053036,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,5,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,205636,379869647,1287494484,3670,0,0,0,65535,1261
20220901T053038,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,8,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,207634,379869650,1287494487,3690,0,0,0,65535,1287
20220901T053040,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,209966,379869654,1287494494,3810,0,0,0,65535,1406
20220901T053042,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.4,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,211964,379869660,1287494499,3840,0,0,0,65535,1430
20220901T053044,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,214294,379869665,1287494503,3870,0,0,0,65535,1462
20220901T053046,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,2,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,216294,379869671,1287494506,3920,0,0,0,65535,1515
20220901T053048,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,218291,379869675,1287494511,3950,0,0,0,65535,1543
20220901T053051,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,220622,379869680,1287494515,3890,0,0,0,65535,1488
20220901T053053,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.4,5,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,222619,379869682,1287494519,3940,0,0,0,65535,1539
20220901T053055,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.4,1,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,224951,379869685,1287494523,3960,0,0,0,65535,1556
20220901T053057,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,22,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,226949,379869690,1287494525,4050,0,0,0,65535,1642
20220901T053059,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.6,9,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,229282,379869691,1287494526,3940,0,0,0,65535,1531
20220901T053101,2500,20500,RXTX,5,10,45005,1810,148926-07(272),0,640,-88,-9,-62,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.6,3,dfac4192,223.55.215.218,-88,4,4.50E+14,1227091531,231279,379869691,1287494527,3860,0,0,0,65535,1458
