ct,earfcn_dl,earfcn_ul,rf_state,band,bandwidth,plmn,tac,cell_id,esm_cause,drx,rsrp,rsrq,rssi,l2w,ri,cqi,status,sub_status,rrc,svc,sinr,tx_pwr,tmsi,ip,avg_rsrp,antbar,imsi,missdn,time_boot_ms,lat,lon,alt,vx,vy,vz,hdg,relative_alt
20220901T093805,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,238432,379531289,1287700329,3420,0,0,0,65535,595
20220901T093808,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,240762,379531293,1287700330,3440,0,0,0,65535,619
20220901T093810,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,242762,379531297,1287700333,3390,0,0,0,65535,569
20220901T093812,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-8,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,245092,379531300,1287700337,3400,0,0,0,65535,571
20220901T093814,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,247089,379531305,1287700341,3410,0,0,0,65535,589
20220901T093816,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,249421,379531308,1287700346,3410,0,0,0,65535,581
20220901T093818,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-15,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,251419,379531312,1287700353,3350,0,0,0,65535,529
20220901T093820,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,253417,379531316,1287700357,3370,0,0,0,65535,549
20220901T093823,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-4,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,255749,379531322,1287700362,3400,0,0,0,65535,571
20220901T093825,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,257746,379531327,1287700367,3350,0,0,0,65535,521
20220901T093827,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,260077,379531335,1287700373,3390,0,0,0,65535,562
20220901T093829,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,0,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,262074,379531338,1287700375,3360,0,0,0,65535,534
20220901T093831,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-14,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,264407,379531343,1287700380,3380,0,0,0,65535,552
20220901T093833,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,266404,379531345,1287700385,3400,0,0,0,65535,573
20220901T093835,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,268734,379531346,1287700391,3410,0,0,0,65535,589
20220901T093838,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-15,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,270732,379531345,1287700397,3430,0,0,0,65535,603
20220901T093840,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,272732,379531344,1287700404,3400,0,0,0,65535,574
20220901T093842,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-18,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,275061,379531340,1287700407,3360,0,0,0,65535,530
20220901T093844,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,277060,379531339,1287700410,3310,0,0,0,65535,483
20220901T093846,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,279392,379531340,1287700418,3310,0,0,0,65535,482
20220901T093848,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,281389,379531342,1287700425,3390,0,0,0,65535,562
20220901T093850,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,29.6,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,283719,379531343,1287700430,3370,0,0,0,65535,540
20220901T093853,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27,-14,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,285717,379531345,1287700437,3370,0,0,0,65535,544
20220901T093855,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,288049,379531345,1287700441,3360,0,0,0,65535,536
20220901T093857,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,290047,379531346,1287700442,3350,0,0,0,65535,528
20220901T093859,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,292045,379531347,1287700443,3350,0,0,0,65535,523
20220901T093901,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-7,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,294377,379531347,1287700444,3330,0,0,0,65535,503
20220901T093903,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,29.6,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,296374,379531347,1287700443,3330,0,0,0,65535,506
20220901T093905,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,298704,379531347,1287700440,3320,0,0,0,65535,492
20220901T093908,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,300704,379531347,1287700435,3350,0,0,0,65535,521
20220901T093910,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,0,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,303034,379531347,1287700430,3320,0,0,0,65535,493
20220901T093912,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-21,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,305032,379531344,1287700424,3340,0,0,0,65535,515
20220901T093914,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,307029,379531344,1287700422,3320,0,0,0,65535,497
20220901T093916,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,309361,379531345,1287700420,3360,0,0,0,65535,534
20220901T093918,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.8,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,311359,379531345,1287700415,3310,0,0,0,65535,487
20220901T093920,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,313689,379531346,1287700413,3290,0,0,0,65535,463
20220901T093923,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.4,-21,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,315689,379531349,1287700411,3330,0,0,0,65535,503
20220901T093925,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.4,0,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,317686,379531355,1287700410,3340,0,0,0,65535,516
20220901T093927,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-14,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,320017,379531361,1287700410,3370,0,0,0,65535,540
20220901T093929,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-21,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,322014,379531367,1287700412,3420,0,0,0,65535,596
20220901T093931,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-7,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,324347,379531372,1287700416,3380,0,0,0,65535,559
20220901T093933,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-14,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,326344,379531374,1287700420,3370,0,0,0,65535,545
20220901T093935,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,328674,379531375,1287700421,3340,0,0,0,65535,514
20220901T093938,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-13,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,330674,379531375,1287700422,3280,0,0,0,65535,454
20220901T093940,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,332674,379531377,1287700421,3260,0,0,0,65535,438
20220901T093942,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-8,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,335001,379531378,1287700422,3280,0,0,0,65535,458
20220901T093944,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.4,-13,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,336999,379531377,1287700421,3250,0,0,0,65535,427
20220901T093946,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.4,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,339332,379531413,1287700458,3790,0,0,0,65535,966
20220901T093948,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.2,-33,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,341329,379531667,1287700418,4010,0,0,0,65535,1187
20220901T093950,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-22,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,343659,379531871,1287700372,3870,0,0,0,65535,1046
20220901T093952,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,345657,379531875,1287700399,3390,0,0,0,65535,566
20220901T093955,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,347657,379531881,1287700391,3420,0,0,0,65535,596
20220901T093957,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-20,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,349986,379531889,1287700394,3430,0,0,0,65535,604
20220901T093959,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,351984,379531895,1287700396,3410,0,0,0,65535,587
20220901T094001,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,354317,379531902,1287700397,3370,0,0,0,65535,549
20220901T094003,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-13,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,356314,379531907,1287700397,3350,0,0,0,65535,521
20220901T094005,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,358645,379531910,1287700395,3360,0,0,0,65535,538
20220901T094007,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-8,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,360642,379531915,1287700395,3390,0,0,0,65535,564
20220901T094010,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-17,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,362642,379531916,1287700395,3330,0,0,0,65535,504
20220901T094012,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,364972,379531917,1287700398,3330,0,0,0,65535,502
20220901T094014,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-11,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.2,-12,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,366969,379531916,1287700400,3380,0,0,0,65535,557
20220901T094016,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-11,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.2,-4,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,369301,379531913,1287700403,3380,0,0,0,65535,557
20220901T094018,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-11,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-16,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,371299,379531909,1287700404,3410,0,0,0,65535,582
20220901T094020,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-11,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-17,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,373629,379531907,1287700406,3370,0,0,0,65535,543
20220901T094023,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-11,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,375629,379531908,1287700407,3360,0,0,0,65535,530
20220901T094025,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,0,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,377626,379531907,1287700410,3380,0,0,0,65535,557
20220901T094027,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-12,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,379957,379531907,1287700414,3350,0,0,0,65535,525
20220901T094029,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-19,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,381954,379531906,1287700414,3370,0,0,0,65535,543
20220901T094031,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-13,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,384286,379531908,1287700412,3370,0,0,0,65535,543
20220901T094033,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-17,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,386284,379531909,1287700405,3340,0,0,0,65535,516
20220901T094035,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-12,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,388282,379531910,1287700401,3350,0,0,0,65535,525
20220901T094037,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-17,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,390614,379531911,1287700397,3370,0,0,0,65535,547
20220901T094040,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-17,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,392611,379531912,1287700392,3360,0,0,0,65535,539
20220901T094042,2500,20500,RXTX,5,10,45005,1810,148922-31(273),0,640,-65,-6,-40,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-18,dfc44192,27.172.151.250,-65,4,4.50E+14,1227091531,394942,379531903,1287700461,3780,0,0,0,65535,950
